362010,792203,16400,10
391227,792203,16400,50
446310,122204,16300,2
622823,122204,16300,1
446333,122204,16300,1
610016,122204,16300,5
446333,122204,16300,41
235025,779020,16390,5
320100,792203,16400,5
446333,748721,16305,20
446333,612787,16305,39
446333,272480,16305,11
446333,612787,16305,40
446333,420160,16305,20
636211,612023,16380,30
636211,779020,16390,70
307030,610016,16375,5
718157,408220,16315,100
307079,779160,16380,100
307079,792203,16400,100
446333,446226,16375,25
293202,446226,16375,25
446333,180070,16350,2
779170,564203,16370,23
779170,180070,16350,23
779170,300520,16380,10
779170,792203,16400,317
390007,792203,16400,66
390007,779202,16400,10
390007,420160,16400,24
481006,446229,16390,100
779020,612735,16350,200
718157,612735,16325,50
291149,748413,16325,50
291149,612735,16350,15
446333,446223,16400,176
446333,779202,16400,24
310200,446223,16400,26
310200,697027,16400,5
310200,446223,16400,5
779160,301822,16355,100
235249,314720,16350,20
390007,697027,16400,100
446203,552183,16400,1
446201,697027,16400,1
446201,446333,16400,1
446201,314720,16400,10
446201,272140,16400,57
302010,272140,16390,33
612790,272140,16400,33
937206,446333,16440,10
310200,612553,16400,25
111203,612553,16400,25
943216,612787,16390,10
612790,612553,16400,17
215039,320100,16390,50
307209,612787,16390,33
307209,612787,16390,17
910209,320100,16390,25
362130,306520,16350,10
184207,320100,16390,10
446333,320100,16390,1
320100,446206,16370,25
779327,612553,16400,1
779170,320100,16390,32
446333,612553,16400,1
310200,612553,16400,300
446333,612553,16400,200
718157,612553,16400,250
446333,612553,16400,10
779160,612553,16400,115
408205,391230,50370,16
361890,301521,16390,1
361890,391230,16390,9
320100,612553,16400,16
310200,612553,16400,300
390007,612553,16400,71
390007,304521,16400,25
390007,446201,16400,4
718157,446201,16400,250
727203,446201,16400,46
727203,307040,16315,54
298023,612727,16400,50
320100,307040,16350,40
184207,307040,16370,40
291149,307040,16325,40
184207,307040,16320,75
362070,612727,16400,86
253201,612727,16400,25
697027,612727,16400,200
292148,612727,16400,20
612758,612727,16400,5
727201,612727,16400,100
325020,446333,16400,1
310200,612765,16395,46
310200,612727,16400,46
310200,748413,16400,48
310200,612757,16400,1
310200,139205,16400,10
316902,612551,16400,1
727203,612551,16395,25
446333,612551,16400,1
311120,612551,16400,50
608201,612551,16395,25
310200,272450,16350,25
446226,612551,16395,100
310200,307121,16360,50
325205,612551,16395,5
321952,610016,16385,5
182201,612551,16395,100
310200,612553,16360,650
111203,612553,16360,25
258210,612553,16360,100
610016,779020,16355,5
352020,779020,16350,100
902201,779170,16350,100
243602,779170,16350,50
446228,692213,16335,50
253225,692213,16335,50
185208,779170,16350,100
320100,302220,16335,10
321020,302220,16335,100
446204,446333,16350,1
446204,643039,16350,20
446204,272020,16330,1
446204,456220,16350,39
943216,727201,16350,61
943216,456220,16350,39
779020,727201,16350,61
310200,673216,16355,10
248207,612553,16360,200
310200,779202,16355,100
310200,612553,16360,200
779020,612553,16360,44
320100,612553,16360,15
179772,612553,16360,100
718157,612553,16360,100
248204,612551,16345,1
718157,612551,16350,500
779020,612551,16345,5
779170,612551,16345,400
610016,612553,16360,5
446331,612551,16345,300
291149,612551,16355,300
362030,612551,16345,10
307020,612551,16345,90
779170,612551,16345,90
272300,612551,16345,25
310200,314720,16315,5
362070,612551,16345,5
125203,612551,16345,6
310200,612551,16345,51
673243,612803,16320,100
310200,612551,16345,200
732140,307010,16355,27
272140,612551,16345,27
551012,307010,16355,23
551012,612553,16360,2
336054,272150,16355,50
470210,612553,16360,100
322062,612553,16360,250
910220,321021,16360,5
340010,612553,16360,864
340010,612553,16360,5
612023,718157,16375,5
612023,718157,16385,5
612023,610016,16385,5
304100,321020,16390,5
340010,779020,16395,5
316620,718157,16375,10
470228,310200,16360,25
185207,718157,16375,9
307050,748721,16400,20
307050,779020,16395,1
307050,564091,16400,1
307050,304520,16400,20
307050,320700,16400,10
307050,307050,16400,49
304220,740670,16400,1
304220,307050,16400,1
304220,174206,16400,98
185207,174206,16375,52
185207,310200,16375,39
272240,310200,16375,10
608207,446333,16400,10
320100,446333,16400,10
952210,446333,16400,50
564091,446333,16400,1
481203,727201,16400,50
481203,792201,16390,25
185203,321020,16430,5
185203,253203,16430,6
718157,253203,16430,19
779020,320100,16450,18
718157,498246,16430,100
307020,692210,16425,100
446205,300480,16425,25
446205,475005,16440,2
446730,189201,16430,2
272130,272550,16425,10
718157,310200,16410,200
718157,302220,16400,50
481203,296202,16400,5
446333,302220,16400,1
311120,302220,16400,25
311120,779170,16410,5
311120,446333,16400,1
311120,120200,16400,10
779020,314720,16410,20
779020,314720,16410,20
779020,612208,16410,100
943201,470708,16410,2
943201,491202,16410,100
552183,305620,16420,100
552183,612819,16425,40
552183,272550,16425,20
552183,174206,16425,140
943201,185208,16410,5
304520,174206,16425,60
304520,692216,16425,50
446223,475005,16440,50
308720,475005,16440,15
310200,475005,16440,600
304520,892050,16425,2
740620,320100,16450,32
740620,952214,16500,32
740620,740620,16450,1
740620,321020,16460,5
740610,779020,16485,200
740620,307028,16450,5
740620,612898,16490,200
740620,321020,16490,5
740620,952201,16490,25
740620,612758,16495,1
740620,320700,16490,50
740620,740620,2006490,1
740620,272480,1641,50
740610,446333,16490,200
740620,564091,16495,1
740620,475005,16440,67
446333,470226,16450,25
779020,952214,16500,200
258207,952214,16500,10
515038,952214,16500,200
310200,385206,16460,50
446653,446320,16500,1
446181,952214,16500,100
446181,673206,16500,40
446181,308720,16500,201
446181,446228,16500,5
446182,446225,16500,100
727203,308720,16500,200
446333,718107,16500,10
446333,125203,16490,10
446333,308720,16500,99
446333,304820,16490,16
272070,718107,100500,16
139205,718107,16500,10
779309,446333,16500,1
779309,317520,16250,50
779309,564091,16500,1
779309,253209,16500,1
779309,740630,16500,1
779309,302040,16500,25
779309,446223,16500,100
779309,718107,16500,25
779309,481203,16500,10
779309,552183,16500,1
779309,779170,106500,1
779309,311120,16500,100
779309,612839,16500,25
779309,235770,1650,500
779309,495204,16500,500
779309,320700,16500,1
779309,740670,16500,1
350002,740620,16500,1
375020,552183,16500,1
310200,906202,16495,1
310200,779309,16500,1
310200,612785,16500,100
310002,515038,16500,1
310200,481203,16500,1
310100,253216,16500,20
310200,446320,16500,1
310200,552163,16500,1
312004,174223,16500,10
310200,179774,16500,100
310002,740620,16500,1
310200,446301,16500,1
310200,740620,16500,1
310200,470210,16500,1
310200,446223,16500,50
310200,912211,16500,20
310020,740620,16500,1
307010,182217,16500,50
310200,182217,16500,50
552163,321020,16530,1
779020,184207,16500,25
697063,318200,16500,25
697063,612736,16500,75
446333,612736,16500,1
243602,612736,16500,100
269007,612736,16500,24
325205,321020,16530,4
325205,272200,16550,100
325202,272260,16550,50
325205,740620,16550,1
350520,892050,16540,2
325205,890240,16540,1
515038,215039,16565,5
515038,321020,16560,5
325205,612785,16500,1
552183,612785,16500,1
446301,612785,16500,1
552163,310200,16550,1
740620,612785,16500,1
779304,612785,16500,46
779304,293210,16500,25
779304,269007,16505,24
740670,310200,16550,2
943293,552163,16505,1
779304,310200,16550,1
511201,310200,16550,25
610016,663203,16510,1
552183,663203,16505,1
552072,663203,16505,5
446370,446333,16495,2
446201,663203,16505,13
446201,310200,16500,50
740670,612816,16530,2
410620,491211,16450,1
710620,491211,16425,4
304520,491211,16460,10
779020,612551,16485,300
718157,610016,16450,1
921205,612551,16485,50
390007,612551,16485,100
310200,446333,16490,300
779304,740620,16490,200
310503,612551,16485,200
248022,612551,16485,300
248022,612551,16485,50
343013,301822,16460,100
253201,603002,16485,100
343013,320100,16460,5
343013,779170,16460,395
718157,515038,16460,105
718157,779170,16460,144
303401,287114,16460,56
303401,272550,16465,25
303401,515038,16460,19
603002,310200,16460,31
603002,272550,16460,31
891210,310200,16460,25
272020,184213,16480,10
272020,307050,16475,5
272020,310200,16460,1
272020,779020,16480,84
740620,302220,16450,1
103920,302220,16450,1
258211,302220,16430,25
304520,302220,16425,64
779020,215039,16450,45
779020,470715,16450,39
304520,310200,16425,5
304520,919201,16425,15
446204,310200,16410,25
182201,310200,16410,26
187420,779020,16410,2
892050,779020,16410,74
740620,748232,16400,1
446301,748232,16400,1
740620,748232,16400,1
740670,748232,16400,1
446301,748232,16400,1
740670,748232,16400,1
740620,748232,16400,1
779170,748232,16400,1
906204,919201,16415,242
906204,612818,16425,99
906204,748232,16400,1
906204,302010,16400,15
906204,446333,16400,1
906204,779020,16410,8
906204,446206,16400,99
612786,740620,16400,1
612786,779309,16400,99
918211,779309,16395,100
304522,310200,16385,10
610016,310200,16385,5
692214,310200,16385,85
692214,779309,16395,15
385029,779309,16395,25
253203,779309,16395,25
302220,475005,16360,10
139205,475005,16350,10
336054,475005,16355,100
301822,475005,16355,100
673243,475005,16350,100
174211,475005,16350,100
307028,475005,16365,50
314720,475005,16350,100
612785,475005,16350,50
184207,475005,16350,25
498226,475005,16350,100
293203,475005,16350,25
498223,475005,16350,100
302220,310200,16345,50
302220,310200,16345,50
162021,310200,16340,100
328707,779170,16345,50
362070,727203,16315,159
320700,727203,16310,10
779309,727203,16310,31
446320,612249,16345,1
912212,779170,16345,49
912212,612249,16345,51
272140,779170,16345,51
612713,779170,16345,100
172206,779170,16345,25
302220,799202,16315,10
446227,779170,16345,50
446223,310200,16340,10
470204,310200,16340,50
740630,740620,16340,1
391011,612207,16325,5
697063,612207,16320,5
310200,740620,16340,60
910218,740620,16340,10
697063,636201,16320,45
111202,636201,16315,30
302220,636201,16320,30
491202,740620,16340,100
307030,740620,16340,290
307030,405207,16340,10
304820,405207,16340,90
748229,552183,16345,1
748229,272480,16345,9
408205,272480,16345,91
390007,475005,16350,100
779304,475005,16350,30
779304,446333,16350,1
779304,740620,16350,1
342004,300480,16340,10
408205,300480,16345,9
304810,300480,16315,2
302221,197218,16345,20
718157,300480,16350,4
189211,343013,16395,100
310200,612784,16360,50
718157,610016,16390,5
718157,446301,16400,1
718157,310200,16395,1
718157,122204,16400,200
718157,307010,16400,3
718157,519202,16400,3
918206,310200,16350,500
318200,955202,16350,5
718157,253209,16355,25
610016,253210,16360,5
718157,253210,16355,20
718157,253203,16355,25
174206,253201,16365,25
174206,779304,16365,25
258211,390007,16380,4
258211,248201,16385,6
612711,779304,16365,4
612711,390007,16380,6
287114,314720,16355,10
287114,314720,16355,10
440010,779309,16380,25
287114,343013,16355,5
318200,343013,16350,20
519120,343013,16350,20
207977,343013,16350,1
311121,343013,16350,25
579004,446227,16345,50
103208,310200,16370,129
103208,779309,16380,100
103208,446333,16375,100
103208,343013,16350,5
711320,320100,16400,10
103208,303401,16380,500
103208,475005,16380,100
103208,610016,16375,5
103208,248201,16385,5
103208,921203,16400,5
103208,343013,1610,400
103208,779020,16400,200
103208,310200,16400,200
697036,446229,16425,1
697036,612818,16425,1
103208,446229,16400,1
343013,916206,16405,25
779020,184202,16430,12
779020,310200,16430,25
779020,307008,16410,63
184202,307008,16430,137
184202,519202,16410,1
126210,718157,16435,3
126210,470715,16430,3
122204,612397,16440,200
303401,612397,16440,50
303401,470715,16450,1
303404,446333,16445,1
779020,470715,16450,34
126210,302040,16435,5
343013,328707,16450,78
343013,470715,16450,97
126210,200120,16435,5
287022,328707,16450,3
287022,307028,16450,7
697023,779309,16450,1
697023,307028,16450,93
697023,470210,16480,6
910257,612709,16440,20
779192,612709,16450,5
139024,310200,16475,100
779192,310200,16440,50
303470,612710,16440,6
519202,612710,16440,19
519202,322062,16475,181
446333,718157,16450,10
446333,139205,16450,40
310200,718157,16450,60
310200,475014,16470,50
310200,308720,16460,20
718157,727203,16460,20
310200,727203,16465,20
727203,727203,16450,25
302220,519202,16440,8
308720,519202,16440,20
126210,610016,16435,5
126210,314720,16435,5
126210,310200,16435,2
253221,446441,16430,20
103208,310200,16435,430
103208,446441,1656,430
103208,303401,16465,5
103208,174206,16472,50
103208,748703,16460,5
103208,989203,16440,50
103208,612727,16450,500
103208,184207,16460,5
103208,519202,16440,25
103208,314720,16435,5
779309,779309,16415,1
610016,748239,16420,5
303414,748239,16420,3
303414,318700,16415,7
779309,318700,16420,53
200120,446225,16420,10
405207,779020,16450,100
200120,272150,16420,50
304520,718157,16450,50
779020,302520,16425,50
579004,718157,16450,50
718157,456215,16450,10
495019,612861,16425,10
718157,510150,16425,5
718157,311820,16425,3
779020,189201,16425,27
779309,179752,16425,2
779309,189201,16425,2
779202,179752,16425,3
779202,612551,16440,2
200120,253219,16420,40
311121,253219,16420,60
311121,779020,16425,200
952201,612551,16440,20
311121,779020,16425,500
311121,612115,16425,10
311121,663205,16425,10
311121,612551,16440,50
391229,313220,16425,25
952201,612551,16440,10
311121,612240,16425,25
311121,612705,16425,100
336041,612551,16440,5
771201,612551,16440,10
311121,446333,16425,1
311121,125216,16425,100
311121,919201,16425,300
564091,612551,16440,2
311121,612551,16440,10
952201,612786,16425,10
311121,405207,16425,25
311121,310200,16425,55
301822,612551,16440,443
301822,612740,16440,50
301822,612249,16440,7
779192,612812,16430,100
792203,610016,16445,5
792203,779309,16460,5
792201,612249,16440,3
792203,287114,16455,25
792203,456215,16450,25
792203,301821,16465,111
792203,303401,16450,88
275114,253220,16430,50
311121,253220,16425,30
303414,310200,16440,100
302220,892050,16440,50
610016,612784,16430,5
311121,612784,16425,20
303414,310200,16440,22
779020,307209,16430,20
779020,612802,16430,3
779020,912207,16430,50
321020,718157,16445,100
612868,718157,16445,10
303414,779170,16440,178
301520,779170,16440,12
301520,610016,16455,5
301520,943216,16455,10
301520,779170,16455,73
287449,612815,16440,25
608201,612815,16440,25
608201,446226,16440,25
779202,718157,16450,5
610016,718157,16450,5
779020,302020,16430,95
917730,302020,16435,5
952201,779170,16460,10
303414,779170,16460,92
303414,610016,16460,5
303414,748232,16455,5
917730,748232,16455,5
748109,748232,16460,3
966015,748232,16455,20
301822,748232,16455,12
301822,275114,16455,50
301822,446228,16460,25
301822,307209,16460,10
301822,718157,16460,3
727201,291149,16455,10
303414,291149,16455,40
779309,320100,16455,50
779020,184213,16460,38
779020,475014,16470,12
779020,301821,16465,12
779020,291149,16465,50
779020,307010,16460,100
779020,446181,16460,100
943202,910258,16455,10
779309,910258,16455,10
779309,302010,16455,25
952201,475014,16470,20
779192,612839,16450,5
779192,727201,16450,50
302020,475014,16470,100
610016,740660,16435,1
610016,740660,16435,1
610016,740660,16435,1
610016,291149,16465,2
310200,306200,16445,150
310200,910207,16445,25
515067,748229,16450,25
510067,291149,16465,15
515067,272140,16445,15
718157,272550,16440,100
612014,291149,16465,5
612014,446223,16445,5
612014,301820,16465,12
311121,416201,16425,10
311122,253218,16425,100
311121,420160,16425,100
311121,301821,16425,25
189211,301820,16440,13
189211,673208,16440,25
189211,302130,16440,5
189211,310200,16440,25
189211,405207,16440,32
311121,405207,16425,168
311121,779020,16425,31
311121,302220,16425,50
311121,291149,16425,100
311121,301822,16425,100
311121,320100,16425,10
311121,291149,16425,100
311121,304520,16425,500
329011,718157,16425,1
446333,718157,16425,290
303414,718157,16425,1
217201,718157,16425,11
217201,446333,16420,89
313227,446181,16420,25
612733,446333,16415,1
612733,475014,16415,9
320700,475014,16400,1
446333,475014,16400,140
740620,475014,16400,1
740640,475014,16400,1
446333,475014,16410,1
727203,475014,16400,1
610016,446333,16400,2
727203,446181,16420,5
311120,302020,16415,25
311120,779205,16420,25
311120,291149,16420,50
740660,272470,16420,3
727203,636206,16400,3
446204,636206,16400,3
314720,272470,16420,1
446204,316220,16400,3
515067,316220,16400,1
470210,316220,16400,6
636207,321703,16380,1
320100,316220,16400,50
636207,300620,16380,20
636207,126210,16380,4
792201,608207,16400,3
792201,321703,16400,1
792201,126210,16380,3
612738,608207,16400,47
612738,912202,16400,3
313120,912202,16400,197
313120,272290,16400,3
612837,446228,16375,1
298064,515067,16400,1
298064,316220,16400,49
612837,200120,16375,4
320250,200120,16375,10
104620,200120,16375,4
307121,200120,16375,25
328716,491202,16360,20
310200,200120,16375,10
328716,316220,16400,5
692208,200120,16375,26
620200,189204,16360,5
692208,610016,16375,5
692198,272470,16375,20
253204,272470,16375,20
328716,955202,16360,10
391011,272470,16375,10
298027,272470,16375,10
610016,176204,16360,5
328716,176204,16365,5
312920,176204,16360,20
310200,176204,16360,30
235772,176204,16360,440
235772,272470,16375,37
235772,235232,16375,5
231877,612765,16375,5
612736,235232,16375,32
919201,610016,16380,5
919201,612754,16380,5
919250,748703,16380,2
446333,446333,16395,1
301521,446333,16395,199
301521,316220,16400,1
919201,302050,16380,7
307028,302050,16380,7
302720,310200,16395,5
446205,310200,16395,30
301520,316220,16400,85
301520,515067,16400,1
301520,446333,16400,1
301520,515067,16400,1
301520,310200,16400,25
111203,310200,16430,25
470204,310200,16430,10
610038,892560,16405,25
610038,287158,16400,25
301520,287158,16405,187
111203,287158,16400,100
612718,287158,16400,54
767204,287158,16400,100
311920,310200,34425,16
311920,287158,16400,16
767201,748704,16400,2
767201,303414,16400,98
767204,303414,16400,2
767204,718157,16400,60
767204,200120,16400,25
767204,446229,16400,13
612848,446229,16400,12
612848,179752,16400,5
612848,318720,16400,83
515067,318720,16400,1
446205,318720,16395,16
446205,515067,16395,4
446228,515067,16395,5
307028,515067,16380,40
307028,293213,16380,25
307028,200120,16380,25
446333,446333,16415,1
300520,303414,16400,10
952209,446333,16395,100
952209,303414,16395,100
952209,779160,16395,100
952209,718157,16395,250
952209,263201,16395,25
612864,184213,16400,10
612864,307037,16400,40
718157,307037,16400,60
718157,184207,16400,10
303414,491205,16405,25
718157,184202,16400,10
718157,184213,16400,10
718157,307040,16400,50
718157,663212,16400,110
303414,663212,16400,1
302020,663212,16400,10
301821,663212,16400,50
952209,446223,16395,100
952209,310200,16395,49
952209,322062,16395,69
636023,663212,16400,20
952209,184213,16395,10
952209,310200,16395,50
952209,310200,16395,1
952209,310200,16395,100
184207,663212,16400,25
952209,612856,16395,25
952209,663212,16395,84
952209,310200,16395,20
892020,303414,16400,1
892020,718157,16400,1
287057,491205,16405,75
892020,748704,16420,2
892020,310200,16420,96
287057,718157,16405,25
612885,718157,16405,25
309620,718157,16415,5
612885,310200,16405,75
952209,300200,16395,23
952209,300200,16395,3
952209,272020,16395,70
303414,636211,16400,100
303414,740620,16400,1
952209,740050,16395,18
952209,272190,16395,10
910262,612207,16400,100
184202,740620,16400,1
697016,446181,16420,50
612935,446181,16420,20
612935,122065,16420,80
184202,122065,16400,24
952209,740620,16395,200
612898,122065,16400,50
952209,740670,16395,4
952209,912212,16395,25
952209,303414,16395,400
952209,291149,16395,100
952209,303414,16395,13
952209,779304,16395,51
303414,779304,16395,51
495020,779304,16395,1
779192,779304,16395,50
305082,303414,16390,1
302040,779304,16395,25
307028,306520,16380,3
740620,306520,16375,1
446229,362130,16360,10
302130,306520,16370,5
446229,959206,16360,40
612819,740640,16360,1
200120,306520,16365,10
301822,306520,16365,6
952209,610038,16370,50
952209,779020,16370,200
306420,740620,16385,5
952209,390007,16370,100
952209,303470,16370,3
612784,740620,16385,25
952209,470226,16370,10
952209,740620,16385,47
170152,446181,16390,30
301521,310200,16370,30
952209,310200,16370,25
952209,310200,16370,10
952209,307040,16370,120
779020,307040,16370,80
779020,310200,16375,1
779020,328001,16375,50
321020,446181,16390,75
748721,446181,16390,48
748239,310200,16380,100
748239,310200,16380,100
779020,740620,16375,69
200120,740620,16375,20
612819,740620,16360,49
391011,740620,16360,10
320100,291149,16355,25
287114,291149,16355,25
301822,310200,16360,24
301822,740620,16360,6
740620,718157,16350,1
952201,718157,16350,149
952203,740620,16350,1
740620,740620,16350,50
892050,740620,16350,50
491212,740620,16350,49
491212,718157,16360,1
184202,718157,16350,50
302010,718157,16350,49
446206,470210,16350,5
302010,446229,16375,5
470241,446229,16375,15
470241,310200,16375,85
301821,310200,16375,30
302010,125201,16350,25
314720,446204,16375,5
362130,718157,16380,10
740620,718157,16380,4
314720,748223,16375,45
390007,748223,16375,100
718157,320700,16355,5
287403,748223,16375,55
287403,408206,16375,25
408206,310200,16385,25
287403,246204,16375,15
287403,408206,16375,25
287403,440010,16375,25
287403,307040,16380,20
498235,307030,16375,20
200120,307040,16380,100
287403,390007,16375,100
103210,307040,16380,100
301822,307040,16380,16
287403,636203,16375,155
301822,636203,16375,5
612238,636203,16375,100
718157,307040,16360,30
343414,307040,16365,30
959205,636203,16375,12
748723,636203,16375,100
303414,636203,16375,100
491067,718157,16355,1
303414,557202,16375,28
303414,636203,16375,28
310200,446204,16385,50
310200,491067,16385,1
498223,799202,16390,10
303414,122065,16400,346
303414,304521,16400,1
498223,303414,16400,1
498223,189211,16400,5
498223,122054,16400,1
425822,304521,16400,9
498223,491067,16400,25
498223,320100,16400,20
498223,456212,16400,5
303414,320100,16390,1
685003,310200,16400,79
685003,320100,16390,21
779160,456215,16380,20
779160,311120,16380,6
779160,612711,16380,50
779160,323202,16380,4
491067,919201,16355,25
779160,919201,16355,100
310200,919201,16355,75
727028,323202,16380,21
727028,779160,16390,79
610016,643039,16360,5
446226,643039,16360,6
446226,718157,16360,4
673207,310200,16375,175
446226,310200,16360,4
311120,253202,16370,35
390007,253202,16365,15
390007,328001,16365,13
390007,328001,16365,49
310200,610016,16385,5
305220,779160,16390,1
305220,779160,16390,1
491203,779160,16390,1
491203,776207,16400,10
491203,779304,16400,122
491203,310200,16400,67
301220,303414,16400,50
385029,253210,16390,25
310506,253210,16380,20
323202,303414,16400,5
323202,253210,16380,5
636211,304520,16410,20
636207,304520,16410,20
802006,328001,16380,31
301522,328001,16380,8
189201,200120,16400,20
189501,470242,16400,20
189201,111203,16400,100
189201,303414,16400,1
189201,304520,16410,60
189201,308820,16410,5
189201,673206,16410,20
295205,610038,16425,50
189201,310200,16410,6
189201,470201,16410,20
189201,310200,16410,130
610016,310200,16415,5
189201,310200,16410,65
189201,310200,16410,15
189201,310200,16410,5
189201,310200,16410,174
320100,310200,16420,90
320900,470229,16420,10
303414,610016,16415,5
303414,310200,16420,59
368073,307028,16450,18
368073,362190,16430,50
368073,185201,16435,10
368073,179763,16450,20
368073,515067,16450,1
368073,740620,16450,1
368073,184202,16445,50
368073,301821,1641,50
368073,235764,16450,500
368073,307121,16430,100
368073,748239,16435,20
368073,779020,16445,50
368073,470242,16450,10
368073,253223,16500,50
368073,235769,16100,500
368073,182216,16250,50
368073,184202,16480,25
368073,314720,16490,5
106807,519202,16500,3
368073,612238,16250,50
368073,959212,16500,100
368073,740620,16500,1
368073,184207,16460,25
368073,303470,16500,1
368073,446181,16465,1
368073,275201,16500,100
368073,919201,16500,300
368073,912207,16500,500
368073,258207,16490,5
368073,253203,16490,1
368073,362030,16500,10
368073,740550,16500,1
368073,307010,16470,100
368073,446301,16500,1
368073,301021,163000,50
368073,740620,16500,1
368073,515067,16500,1
368073,336054,16500,1
368073,740620,16500,1
368073,317905,16500,50
368073,612752,1610,50
368073,174223,16500,10
368073,612755,16500,5
368073,321703,16500,1
368073,779421,16500,1
368073,612786,1610,50
368073,740660,16500,1
368073,557202,16470,10
368073,184213,16470,1
368073,910278,16490,50
368073,446333,16500,1
368073,740640,16500,1
368073,740640,16500,1
368073,470242,16500,10
740660,122204,16525,1
779421,122204,16525,1
368073,612786,16500,25
303470,122204,16525,500
368073,253216,16500,50
368073,491212,16100,50
368073,612787,16500,50
446205,122204,16525,10
291046,307121,16500,200
368073,122204,16525,100
368073,287449,16500,10
368073,470201,16500,10
779170,122204,16525,500
314520,122204,16525,100
368073,612784,16500,25
368073,498222,16500,100
368073,258206,16500,25
740640,727201,16500,3
368073,727201,16505,2
317905,310200,16520,40
200120,310200,16520,50
368073,446228,16500,5
368073,302720,16500,5
301901,301822,1610,50
368073,470227,16500,25
368073,515067,16500,100
368073,310200,16520,1
368073,310200,110000,65
368073,519202,16500,65
740640,310200,16500,1
515067,310200,16500,1
303414,310200,16500,1
779170,310200,16500,3
303470,310200,16500,1
539202,310200,16500,1
306520,302020,16475,25
368073,111203,16500,275
368073,748721,16500,6
368073,328205,16500,50
368073,317905,16500,100
368073,470242,16500,10
368073,189201,16500,5
358073,310200,16500,6
368073,122204,16250,50
368073,302020,16475,13
343013,304521,16520,5
343013,446205,16520,2
608201,779309,16515,90
608450,748701,16515,2
343013,446205,16515,55
515067,391227,16520,10
740620,122204,16525,1
343013,122204,16525,500
310200,122204,16525,187
310200,912207,16530,50
310200,300520,16530,5
740640,184213,16550,50
740640,446333,16550,1
740640,952201,16550,10
740640,446333,16550,1
740640,314720,16550,5
740640,673206,16550,20
740640,740620,16550,1
740640,740620,16550,1
740640,301220,16540,200
740640,620180,16550,20
740640,767201,16550,25
740640,740620,16550,1
740640,740640,16550,1
740640,718157,16550,1
740640,446204,16550,1
740640,287114,16550,1
740640,318200,16550,50
303414,557202,16555,22
515067,557202,16555,3
511004,612204,16575,50
511046,446227,16575,50
515046,307209,16570,50
515046,685003,16575,50
515010,336054,16580,4
515046,302020,16580,10
515046,446229,16560,10
515046,179761,16580,4
515046,303470,16585,10
515046,300520,16585,10
612784,779020,16595,50
612784,779020,16595,5
612784,612840,16590,50
612784,184213,16590,5
612784,321020,16590,5
612784,446181,16590,20
612784,892050,16590,5
612782,328713,16595,40
612784,747007,16590,20
615784,892050,16590,2
610027,740640,16590,1
612784,304820,16590,1
612784,612791,16595,1
612784,779205,16590,40
612784,910102,16590,5
612784,416201,16590,5
569506,106020,16595,1
312920,952210,16560,7
470714,892050,16560,2
712920,952210,16590,3
942218,779170,16580,50
302020,779170,16580,200
200121,779170,16580,5
272480,779170,16580,100
190030,779170,16580,100
740640,320700,16590,45
740640,779170,16580,10
740640,311120,16585,10
740640,952209,16600,25
740640,303470,16585,25
740640,779020,16595,26
740640,293204,16585,1419
287158,952209,16600,500
495021,740190,16600,1
307020,612704,16600,10
