Date,3MINDIA.NS,AARTIDRUGS.NS,AARTIIND.NS,ABBOTINDIA.NS,ABFRL.NS,ACC.NS,ADANIENT.NS,ADANIPORTS.NS,ADANITRANS.NS,AEGISCHEM.NS,AIAENG.NS,AJANTPHARM.NS,AKZOINDIA.NS,ALEMBICLTD.NS,ALKEM.NS,ALKYLAMINE.NS,AMARAJABAT.NS,AMBUJACEM.NS,APLAPOLLO.NS,APLLTD.NS,APOLLOHOSP.NS,APOLLOTYRE.NS,ASHOKA.NS,ASHOKLEY.NS,ASIANPAINT.NS,ASTRAL.NS,ASTRAZEN.NS,ATUL.NS,AUROPHARMA.NS,AVANTIFEED.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJCON.NS,BAJAJELEC.NS,BAJAJFINSV.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BALKRISIND.NS,BALMLAWRIE.NS,BALRAMCHIN.NS,BANKBARODA.NS,BANKINDIA.NS,BASF.NS,BATAINDIA.NS,BAYERCROP.NS,BBTC.NS,BEL.NS,BEML.NS,BERGEPAINT.NS,BHARATFORG.NS,BHARATRAS.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BIRLACORPN.NS,BLISSGVS.NS,BLUEDART.NS,BLUESTARCO.NS,BOMDYEING.NS,BOSCHLTD.NS,BPCL.NS,BRIGADE.NS,BRITANNIA.NS,BSOFT.NS,CADILAHC.NS,CANBK.NS,CANFINHOME.NS,CAPLIPOINT.NS,CARBORUNIV.NS,CARERATING.NS,CASTROLIND.NS,CCL.NS,CEATLTD.NS,CENTRALBK.NS,CENTURYPLY.NS,CENTURYTEX.NS,CERA.NS,CESC.NS,CGCL.NS,CHAMBLFERT.NS,CHENNPETRO.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COLPAL.NS,CONCOR.NS,COROMANDEL.NS,CRISIL.NS,CUB.NS,CUMMINSIND.NS,CYIENT.NS,DABUR.NS,DBCORP.NS,DCBBANK.NS,DCMSHRIRAM.NS,DEEPAKNTR.NS,DELTACORP.NS,DHANUKA.NS,DISHTV.NS,DIVISLAB.NS,DLF.NS,DRREDDY.NS,ECLERX.NS,EDELWEISS.NS,EICHERMOT.NS,EIDPARRY.NS,EIHOTEL.NS,ELGIEQUIP.NS,EMAMILTD.NS,ENGINERSIN.NS,ESABINDIA.NS,ESCORTS.NS,EXIDEIND.NS,FCONSUMER.NS,FDC.NS,FEDERALBNK.NS,FINCABLES.NS,FINPIPE.NS,FORTIS.NS,GAEL.NS,GAIL.NS,GEPIL.NS,GESHIP.NS,GHCL.NS,GILLETTE.NS,GLAXO.NS,GLENMARK.NS,GMDCLTD.NS,GMRINFRA.NS,GNFC.NS,GODFRYPHLP.NS,GODREJCP.NS,GODREJIND.NS,GODREJPROP.NS,GPPL.NS,GRANULES.NS,GRAPHITE.NS,GRASIM.NS,GREAVESCOT.NS,GRINDWELL.NS,GSFC.NS,GSPL.NS,GUJALKALI.NS,GUJGASLTD.NS,GULFOILLUB.NS,HATHWAY.NS,HATSUN.NS,HAVELLS.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HEG.NS,HEIDELBERG.NS,HERITGFOOD.NS,HEROMOTOCO.NS,HFCL.NS,HINDALCO.NS,HINDCOPPER.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,HONAUT.NS,HSCL.NS,IBREALEST.NS,IBULHSGFIN.NS,ICICIBANK.NS,ICRA.NS,IDBI.NS,IDEA.NS,IDFC.NS,IDFCFIRSTB.NS,IFBIND.NS,IGL.NS,IIFL.NS,INDHOTEL.NS,INDIACEM.NS,INDIANB.NS,INDIGO.NS,INDOCO.NS,INDUSINDBK.NS,INFY.NS,INGERRAND.NS,INOXLEISUR.NS,IOB.NS,IOC.NS,IOLCP.NS,IPCALAB.NS,IRB.NS,ITC.NS,ITI.NS,JAGRAN.NS,JAICORPLTD.NS,JAMNAAUTO.NS,JBCHEPHARM.NS,JCHAC.NS,JINDALSAW.NS,JINDALSTEL.NS,JKCEMENT.NS,JKLAKSHMI.NS,JKPAPER.NS,JKTYRE.NS,JMFINANCIL.NS,JSL.NS,JSWENERGY.NS,JSWSTEEL.NS,JTEKTINDIA.NS,JUBLFOOD.NS,JUSTDIAL.NS,JYOTHYLAB.NS,KAJARIACER.NS,KALPATPOWR.NS,KANSAINER.NS,KARURVYSYA.NS,KEC.NS,KEI.NS,KNRCON.NS,KOLTEPATIL.NS,KOTAKBANK.NS,KRBL.NS,KSCL.NS,KTKBANK.NS,L&TFH.NS,LALPATHLAB.NS,LAOPALA.NS,LAXMIMACH.NS,LICHSGFIN.NS,LINDEINDIA.NS,LT.NS,LUPIN.NS,LUXIND.NS,M&M.NS,M&MFIN.NS,MAHABANK.NS,MAHINDCIE.NS,MAHSCOOTER.NS,MAHSEAMLES.NS,MANAPPURAM.NS,MARICO.NS,MARUTI.NS,MCDOWELL-N.NS,MCX.NS,MFSL.NS,MHRIL.NS,MINDACORP.NS,MINDAIND.NS,MINDTREE.NS,MMTC.NS,MOIL.NS,MOTHERSUMI.NS,MOTILALOFS.NS,MPHASIS.NS,MRF.NS,MRPL.NS,MUTHOOTFIN.NS,NATCOPHARM.NS,NATIONALUM.NS,NAUKRI.NS,NAVINFLUOR.NS,NAVNETEDUL.NS,NBCC.NS,NCC.NS,NESCO.NS,NESTLEIND.NS,NETWORK18.NS,NFL.NS,NHPC.NS,NILKAMAL.NS,NLCINDIA.NS,NMDC.NS,NOCIL.NS,NTPC.NS,OBEROIRLTY.NS,OFSS.NS,OIL.NS,OMAXE.NS,ONGC.NS,ORIENTCEM.NS,ORIENTREF.NS,PAGEIND.NS,PEL.NS,PERSISTENT.NS,PETRONET.NS,PFC.NS,PFIZER.NS,PGHH.NS,PGHL.NS,PHILIPCARB.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,PNB.NS,PNCINFRA.NS,POLYMED.NS,POLYPLEX.NS,POWERGRID.NS,PRAJIND.NS,PRESTIGE.NS,PRSMJOHNSN.NS,PTC.NS,PVR.NS,RADICO.NS,RAIN.NS,RAJESHEXPO.NS,RALLIS.NS,RAMCOCEM.NS,RATNAMANI.NS,RAYMOND.NS,RCF.NS,RECLTD.NS,REDINGTON.NS,RELAXO.NS,RELIANCE.NS,SAIL.NS,SANOFI.NS,SBIN.NS,SCHAEFFLER.NS,SCHNEIDER.NS,SCI.NS,SHILPAMED.NS,SHOPERSTOP.NS,SHREECEM.NS,SHRIRAMCIT.NS,SIEMENS.NS,SJVN.NS,SKFINDIA.NS,SOBHA.NS,SOLARINDS.NS,SONATSOFTW.NS,SOUTHBANK.NS,SPARC.NS,SRF.NS,SRTRANSFIN.NS,STAR.NS,SUDARSCHEM.NS,SUNDARMFIN.NS,SUNDRMFAST.NS,SUNPHARMA.NS,SUNTECK.NS,SUNTV.NS,SUPPETRO.NS,SUPRAJIT.NS,SUPREMEIND.NS,SUZLON.NS,SWANENERGY.NS,SWARAJENG.NS,SYMPHONY.NS,SYNGENE.NS,TATACHEM.NS,TATACOFFEE.NS,TATACOMM.NS,TATAELXSI.NS,TATAINVEST.NS,TATAMOTORS.NS,TATAMTRDVR.NS,TATAPOWER.NS,TATASTEEL.NS,TATASTLBSL.NS,TCS.NS,TECHM.NS,THERMAX.NS,TIMKEN.NS,TITAN.NS,TORNTPHARM.NS,TORNTPOWER.NS,TRENT.NS,TRIDENT.NS,TTKPRESTIG.NS,TV18BRDCST.NS,TVSMOTOR.NS,TVTODAY.NS,UBL.NS,UCOBANK.NS,UFLEX.NS,ULTRACEMCO.NS,UNIONBANK.NS,UPL.NS,VAIBHAVGBL.NS,VAKRANGEE.NS,VENKEYS.NS,VGUARD.NS,VINATIORGA.NS,VIPIND.NS,VMART.NS,VOLTAS.NS,VRLLOG.NS,VSTIND.NS,VTL.NS,WABCOINDIA.NS,WELCORP.NS,WELSPUNIND.NS,WHIRLPOOL.NS,WIPRO.NS,WOCKPHARMA.NS,YESBANK.NS,ZEEL.NS,ZENSARTECH.NS,ZYDUSWELL.NS
2016-01-01,11322.0,136.79,252.96,5673.99,248.0,1251.33,47.67,261.11,41.05,102.69,866.75,1278.59,1300.55,46.47,1443.62,340.2,828.06,180.17,123.95,662.1,1429.38,142.97,129.88,76.26,850.61,343.23,1257.28,1635.94,862.19,131.5,440.85,2209.87,374.8,196.81,1978.54,1560.3,582.92,304.98,59.69,65.97,157.91,117.35,916.24,494.96,3337.17,489.54,95.14,1253.29,179.93,419.26,1059.66,302.89,102.76,80.88,432.06,175.79,6605.45,362.47,61.48,18439.23,214.21,97.67,1392.5,93.01,307.72,231.13,204.04,264.77,177.69,1141.95,169.88,200.96,1007.86,71.8,167.69,579.06,1950.59,418.21,33.97,55.97,178.23,118.31,642.23,221.82,893.59,387.09,173.34,1768.09,74.45,923.2,437.66,260.12,298.37,81.2,125.72,70.37,77.86,484.05,100.97,1108.5,114.58,2954.25,1416.22,54.86,1437.57,190.85,129.51,59.89,452.58,103.03,563.65,167.67,137.58,25.95,223.96,54.53,242.49,273.56,185.25,23.68,82.97,678.48,316.92,116.39,4359.93,1452.77,906.26,73.39,16.45,73.72,1338.17,418.39,377.12,337.0,117.91,143.92,64.26,551.24,120.21,344.85,67.81,135.74,172.87,120.88,495.79,44.55,208.5,307.17,372.17,1169.11,524.17,162.7,71.52,276.09,2273.37,21.87,82.55,58.04,125.12,792.34,103.64,8843.25,14.89,65.5,586.46,225.34,4173.21,89.9,85.33,43.47,58.46,482.95,95.0,102.87,110.7,95.74,109.59,1273.58,312.71,943.82,464.06,561.41,238.77,31.35,73.27,72.15,731.98,219.9,191.61,31.5,151.58,76.09,23.72,262.0,1371.09,54.32,94.2,558.34,327.99,43.3,106.41,41.82,28.5,77.93,89.57,56.22,731.11,847.4,140.67,475.82,246.26,256.17,66.02,150.7,115.69,113.43,147.11,725.56,218.56,344.05,87.86,63.01,777.24,305.69,3653.63,459.85,306.63,769.93,1790.53,704.98,600.46,237.03,32.25,253.45,1320.45,161.74,26.39,209.55,4380.02,602.1,856.49,522.24,274.08,93.69,53.74,635.77,31.12,85.55,121.47,322.27,426.1,40231.57,59.54,162.47,546.55,28.99,860.78,347.14,84.57,60.96,72.61,330.5,5307.23,59.0,25.51,15.53,1218.36,58.08,65.38,49.66,98.23,266.64,3069.69,139.36,134.2,129.34,142.85,84.3,12986.55,913.55,602.27,109.71,79.52,2148.6,5386.48,660.77,20.35,327.3,537.18,646.85,117.6,105.76,183.76,189.14,116.78,84.68,188.87,81.88,49.14,787.68,113.22,35.64,673.05,165.92,380.62,527.01,417.63,44.29,67.23,93.39,251.5,486.16,47.44,3633.55,222.83,4235.16,171.0,93.16,492.18,402.06,11190.71,1516.3,1163.81,20.99,1090.19,294.85,687.15,130.86,16.11,334.28,1224.72,823.53,1148.82,107.48,1068.34,158.46,794.17,115.45,375.24,100.24,139.22,647.16,21.85,68.8,902.61,1113.27,206.7,154.49,91.25,420.12,1035.68,478.68,401.74,296.31,57.68,219.66,44.4,1064.72,461.39,854.27,517.72,340.84,1385.28,162.58,161.94,3.65,3775.01,47.8,276.91,303.89,935.47,45.7,172.75,2785.78,147.69,278.31,470.92,84.1,324.59,59.2,222.49,96.93,614.1,302.25,388.31,1446.98,773.71,6136.01,105.27,85.14,638.01,198.26,1582.11,129.15,419.46,179.24,830.22
2016-01-04,10935.8,135.31,250.89,5707.63,247.8,1224.32,45.02,251.74,38.65,102.45,847.43,1274.32,1285.07,45.54,1469.6,321.51,831.07,177.11,124.62,658.59,1418.91,140.05,126.3,79.0,852.59,341.08,1256.03,1658.3,825.9,127.3,429.58,2179.46,376.99,194.7,1954.31,1544.53,578.77,305.87,58.99,67.85,150.11,114.7,921.83,488.87,3281.96,479.81,94.74,1229.49,181.48,411.33,1096.93,290.7,99.33,82.9,424.14,171.78,6570.18,356.59,61.77,18071.01,213.11,98.53,1386.07,93.2,296.71,226.33,199.3,251.72,175.93,1108.12,166.72,197.37,1002.98,70.0,166.39,554.7,1916.92,422.34,33.45,55.35,176.86,118.61,632.72,219.27,891.35,376.14,172.39,1780.07,74.12,909.56,438.28,260.59,296.04,79.07,125.63,71.47,80.73,480.86,99.38,1096.3,111.61,2904.26,1387.89,53.72,1447.87,190.33,125.42,59.26,455.44,100.07,575.45,162.94,135.06,25.45,219.93,53.42,238.64,275.62,179.25,22.52,80.74,673.21,313.28,115.55,4349.65,1436.61,912.93,73.65,15.95,74.96,1286.68,414.55,365.44,334.05,124.47,140.24,64.49,535.07,120.17,338.09,75.81,132.92,172.83,118.93,477.74,43.2,208.17,294.19,372.21,1130.33,515.38,156.48,69.06,273.72,2232.53,21.67,78.52,57.31,125.5,794.61,100.8,8871.48,13.84,64.2,576.74,218.96,4135.0,84.85,80.8,42.93,56.78,474.95,93.61,102.32,110.05,92.31,108.02,1196.46,303.59,914.79,453.0,570.74,235.28,30.65,72.12,71.76,721.77,231.53,190.21,31.1,150.16,87.68,23.26,263.68,1327.8,53.37,92.65,544.44,329.07,43.21,103.84,42.33,28.05,76.54,91.12,55.89,719.44,837.85,135.62,477.13,242.94,263.04,65.04,146.28,113.78,111.01,143.96,703.67,218.17,354.27,85.12,62.15,785.51,298.51,3570.69,442.98,307.45,750.07,1741.91,703.86,589.61,233.9,31.7,247.15,1303.77,156.36,25.63,207.84,4325.39,595.49,845.18,515.91,271.59,92.28,55.19,639.83,31.0,85.59,116.95,315.08,426.92,40185.73,57.16,162.1,534.13,27.91,814.66,343.91,83.33,60.04,71.44,329.58,5201.41,58.35,25.38,15.75,1217.4,57.65,64.45,47.93,97.42,254.65,3025.0,142.91,133.51,126.97,145.08,83.36,13032.4,894.73,600.51,105.72,77.1,2133.99,5383.36,654.87,19.93,322.25,539.21,639.97,112.8,106.29,184.91,187.66,116.74,82.14,184.65,80.05,49.28,799.37,112.0,35.78,675.33,161.05,380.03,513.11,411.44,44.07,65.87,91.59,247.88,476.56,47.15,3597.13,215.89,4179.62,165.75,90.64,489.11,402.11,10872.0,1503.24,1151.81,21.02,1067.89,294.99,681.55,125.86,16.03,333.93,1209.2,799.94,1126.46,104.75,1086.28,155.81,778.15,123.07,366.75,97.45,138.88,647.63,22.75,68.4,887.94,1085.22,205.16,153.79,88.92,415.19,1017.82,471.74,376.9,277.83,57.1,219.24,43.7,1044.1,458.15,852.25,511.95,340.21,1356.66,178.86,157.8,3.52,3773.41,46.1,277.2,296.63,931.75,44.6,170.58,2711.94,142.42,274.21,460.98,85.42,320.43,58.75,220.38,93.28,581.43,290.93,376.43,1441.76,759.47,6055.18,102.07,82.46,640.03,198.71,1557.1,124.44,408.85,175.8,825.17
2016-01-05,10784.3,135.6,252.24,5656.81,245.3,1221.86,46.87,249.55,38.8,106.03,838.15,1257.38,1273.75,48.9,1505.66,328.56,831.45,178.73,130.59,652.48,1436.91,141.4,122.83,79.95,871.81,336.1,1234.05,1656.93,844.68,130.44,427.67,2196.14,377.64,192.16,1940.84,1537.5,573.55,306.01,59.42,67.76,147.04,113.9,922.38,480.57,3240.87,489.05,94.47,1225.54,177.35,404.97,1106.21,287.72,100.0,82.89,420.67,174.39,6555.16,354.61,62.48,17895.25,215.79,97.42,1383.32,93.34,290.05,223.66,198.74,248.24,176.64,1085.58,169.16,194.94,996.08,69.45,168.95,561.76,1937.35,417.2,37.84,57.13,175.1,118.89,628.02,216.34,891.3,365.96,169.6,1797.67,73.24,901.65,432.56,259.7,296.77,79.07,127.56,71.28,82.09,477.12,98.94,1094.2,111.61,2918.18,1378.97,53.39,1420.11,185.37,125.81,59.45,457.11,99.49,568.84,167.17,132.82,25.7,221.48,53.38,237.55,277.17,182.0,23.73,83.53,667.75,315.12,113.71,4398.17,1445.25,917.35,73.31,15.95,72.91,1319.62,410.23,375.25,334.0,124.79,141.49,64.15,535.34,123.17,342.41,74.65,142.61,174.96,125.96,491.46,44.0,205.03,295.39,370.82,1123.55,511.48,157.2,70.52,276.57,2214.8,23.4,80.31,58.19,125.53,784.39,105.1,8868.4,13.84,65.95,584.67,219.95,4193.48,83.9,80.65,43.56,56.83,476.2,100.32,105.26,109.41,98.0,107.35,1187.78,316.12,915.82,450.96,573.12,235.98,30.9,74.86,73.48,702.44,227.18,190.06,31.5,151.35,87.63,24.16,261.53,1321.92,54.89,95.9,542.24,328.48,43.66,106.32,40.85,28.55,76.45,94.47,55.55,714.93,851.95,135.09,467.95,243.95,270.19,65.26,145.56,117.01,112.41,144.77,706.11,218.27,373.3,84.13,62.58,790.24,308.79,3529.03,453.29,310.23,750.64,1730.17,738.55,592.79,233.46,32.05,249.7,1304.71,159.79,25.99,211.86,4312.46,589.0,829.65,512.62,268.32,94.33,55.05,648.89,31.48,88.27,118.42,313.36,422.07,40272.34,57.51,161.28,565.28,27.95,803.99,335.17,85.11,59.84,72.85,330.22,5194.62,57.15,25.43,16.12,1340.17,59.04,66.81,50.12,96.7,263.36,3019.39,144.11,134.6,129.0,149.43,82.66,13292.42,891.61,595.31,110.04,79.2,2134.71,5309.96,651.94,20.35,338.33,548.88,658.31,110.6,105.12,184.2,188.34,115.25,87.3,185.23,79.7,51.83,816.61,112.49,35.87,699.28,161.78,388.96,504.51,411.64,44.03,67.15,91.83,247.83,481.27,50.2,3586.87,213.0,4180.99,170.25,92.51,491.48,403.15,10935.91,1483.64,1157.18,21.25,1069.58,291.82,698.07,125.48,16.36,331.49,1243.24,822.77,1113.0,105.83,1074.46,155.67,779.51,123.6,370.89,98.25,137.0,660.46,22.9,67.1,901.25,1097.94,208.82,152.4,96.08,422.74,1003.15,476.83,374.3,278.68,58.02,234.08,45.35,1035.0,463.03,850.99,522.22,336.63,1345.04,180.65,155.35,3.6,3646.89,46.45,277.39,297.35,941.81,44.7,172.32,2696.06,140.75,275.12,462.95,85.44,323.02,58.58,217.98,93.65,576.3,288.42,375.94,1441.8,748.65,6010.52,105.18,82.14,648.32,198.42,1558.39,124.78,411.85,175.81,831.52
2016-01-06,10644.6,134.98,248.72,5565.87,239.65,1202.77,45.63,245.74,38.35,101.43,824.9,1254.26,1262.7,48.51,1466.57,320.35,822.67,177.89,129.05,651.61,1424.04,139.69,123.05,79.6,858.01,337.33,1252.98,1636.97,848.3,132.02,422.03,2181.35,369.24,190.24,1933.41,1539.74,584.01,306.48,59.95,71.29,147.63,114.25,922.18,479.66,3197.86,486.26,93.59,1210.61,174.73,413.9,1098.83,286.61,99.6,81.28,417.06,176.91,6572.91,354.85,61.96,17980.83,218.09,97.67,1399.64,91.6,296.67,220.66,198.46,243.55,179.22,1078.88,167.1,197.88,1003.68,69.1,167.16,554.19,1943.73,414.13,37.26,58.02,181.23,119.99,639.04,217.74,868.61,359.19,169.51,1793.0,73.2,897.3,440.18,259.65,294.09,79.02,130.98,70.99,80.29,481.0,102.55,1084.38,108.17,2894.99,1379.37,53.77,1450.34,181.64,125.47,59.45,447.32,98.52,554.14,164.56,132.35,24.9,222.21,52.52,244.64,276.39,180.1,21.55,83.63,665.5,316.32,112.57,4360.21,1444.92,889.78,73.44,15.9,73.72,1296.1,407.19,372.75,330.0,124.99,137.71,62.73,534.36,120.17,336.53,73.39,137.41,179.27,123.31,493.09,43.7,203.29,290.55,370.21,1123.45,513.75,154.09,70.02,276.14,2182.09,22.22,78.32,57.99,129.19,779.85,101.25,8841.76,15.78,65.2,586.62,214.29,4119.01,82.9,80.14,42.97,55.62,476.05,102.35,106.36,108.58,94.34,105.63,1171.15,306.22,924.34,448.99,568.26,234.54,30.7,76.25,73.53,705.55,226.23,184.36,31.9,153.49,84.12,24.39,261.06,1317.78,55.71,93.45,542.76,324.65,43.21,105.35,39.66,28.15,75.59,92.29,55.36,707.74,845.85,135.93,465.02,242.31,273.22,65.16,145.03,116.77,109.86,140.91,701.97,223.3,370.89,83.53,62.54,808.43,304.41,3482.97,451.93,303.9,738.66,1701.21,734.08,581.85,228.16,31.85,247.85,1318.59,156.73,26.92,209.27,4231.11,579.73,836.81,508.43,270.29,91.74,53.64,640.34,31.96,88.23,114.97,318.27,410.14,40099.71,59.32,161.06,582.92,27.8,793.67,337.8,84.4,61.28,73.98,325.12,5247.0,57.4,25.68,16.01,1347.18,59.29,64.91,48.6,96.16,265.37,3017.61,143.2,133.61,126.7,144.93,83.08,13140.25,896.27,596.47,113.6,78.81,2127.55,5421.96,648.97,20.84,328.48,544.33,662.16,109.6,105.9,183.14,189.79,115.54,86.81,190.08,79.21,49.91,809.67,108.93,35.92,700.37,158.7,381.79,507.88,415.17,43.23,67.27,93.43,247.56,494.22,49.22,3562.88,212.12,4047.52,173.65,92.96,485.6,395.8,11258.35,1459.25,1166.37,22.12,1060.27,294.25,694.88,131.69,16.44,329.9,1306.84,830.1,1106.05,103.01,1075.11,154.73,771.19,125.05,367.19,100.42,137.0,653.36,22.1,67.15,904.4,1082.91,207.46,156.63,94.36,426.41,997.71,476.3,365.75,273.19,57.56,229.35,45.0,1049.39,465.87,838.45,511.91,336.78,1351.51,201.97,152.7,3.62,3583.93,47.0,276.72,294.16,933.63,44.55,174.44,2698.28,141.43,280.21,460.84,84.94,321.4,58.49,215.61,93.98,562.88,289.42,376.75,1437.31,768.27,5947.8,103.79,79.72,661.72,197.78,1555.33,124.11,410.01,175.65,830.65
2016-01-07,10673.8,129.3,246.12,5443.22,228.95,1184.69,42.3,239.1,37.15,100.32,802.37,1221.72,1253.79,45.64,1409.28,321.37,800.19,173.12,124.35,637.61,1366.61,133.85,121.23,78.45,844.41,337.65,1217.82,1589.18,823.16,129.5,401.02,2123.21,353.92,185.49,1921.94,1542.48,583.92,306.11,58.04,68.82,138.5,109.05,903.17,476.68,3177.48,465.95,89.47,1165.32,174.32,389.48,1074.13,286.74,92.45,79.34,414.57,173.81,6535.99,349.95,58.81,17582.34,211.39,94.43,1373.93,87.94,283.81,212.12,190.64,239.07,178.75,1052.56,164.62,193.51,953.23,67.85,161.85,528.66,1907.06,396.19,36.32,55.88,179.46,119.08,624.69,216.74,837.6,352.69,162.16,1786.96,72.47,893.34,426.84,251.93,294.59,75.26,123.52,70.13,76.45,471.96,96.72,1074.6,100.67,2843.25,1397.74,52.02,1409.83,176.07,117.93,58.06,442.74,92.97,554.96,156.68,129.93,23.85,213.13,50.27,240.92,273.29,172.05,21.62,83.16,663.65,313.88,103.46,4363.45,1425.63,849.85,71.0,14.85,73.05,1231.87,393.09,376.33,318.4,121.31,133.07,61.24,520.43,117.12,332.05,70.62,132.87,173.15,122.32,478.44,42.25,204.85,283.04,363.01,1095.72,508.5,147.75,68.11,265.19,2132.92,20.88,74.53,55.35,125.82,758.76,96.66,8846.77,13.2,59.1,571.83,211.42,4095.13,77.7,79.49,41.94,53.84,465.05,101.01,101.53,108.49,89.42,102.96,1185.51,301.05,906.27,441.2,555.27,232.69,29.5,74.68,70.48,681.14,214.25,181.14,30.05,152.12,75.85,23.33,254.86,1256.65,53.24,83.95,529.1,319.73,42.17,98.06,37.72,27.0,71.59,89.52,54.44,687.11,842.8,135.66,462.67,238.85,276.0,63.85,137.82,113.24,107.7,134.09,690.05,220.09,355.57,79.52,61.15,777.43,295.25,3444.8,439.63,296.27,720.48,1666.57,705.11,568.24,223.1,31.15,245.0,1271.21,150.42,25.94,206.37,4030.07,556.46,821.76,498.86,262.19,89.3,50.96,625.1,30.06,86.03,109.47,311.79,393.52,38757.4,57.9,161.78,557.55,26.79,801.35,328.04,80.67,60.19,68.33,310.27,5173.1,54.85,24.11,15.09,1320.97,56.97,63.08,45.52,93.71,258.95,2977.16,139.13,132.67,120.86,144.98,80.6,12682.03,875.2,581.63,111.42,73.98,2085.09,5396.05,635.04,19.74,322.3,538.34,669.33,105.05,102.83,176.52,183.41,114.38,82.59,183.92,75.31,48.66,788.67,108.49,34.88,698.93,155.39,380.81,502.76,402.8,41.38,63.15,92.27,245.61,485.15,45.82,3532.12,204.98,3964.38,167.25,89.6,464.92,388.06,10793.07,1434.25,1095.49,21.49,1048.08,288.74,663.3,127.96,16.03,326.63,1265.63,781.53,1076.12,99.67,1082.39,154.11,763.25,122.13,356.78,96.92,136.08,653.18,20.95,66.9,892.96,1074.23,202.57,148.5,90.83,412.82,958.72,467.21,343.41,256.75,55.51,213.26,43.05,1044.83,453.18,843.71,493.75,333.1,1334.79,198.55,150.24,3.41,3508.08,43.75,268.26,292.17,916.68,42.45,167.9,2631.6,133.46,263.81,455.26,84.96,307.7,57.66,210.94,89.99,539.0,272.8,365.19,1447.19,769.77,5845.43,99.56,79.76,652.93,195.91,1524.94,119.7,402.5,168.22,817.91
