PO,84908499165482,BALAJITELE,00006470,00000003,1000000000140754,1000000000088699
PO,84908499165483,BALAJITELE,00006470,00000007,1000000000140754,1000000000033228
PO,84908499165484,BALAJITELE,00006470,00000190,1000000000140754,1000000000117225
RM,84908528151676,BALAJITELE,00006465,00000025,1000000000224707,1000000000164664
RM,84908528151677,BALAJITELE,00006465,00000023,1000000000224707,1000000000200577
RM,84908528151678,BALAJITELE,00006470,00000112,1000000000224707,1000000000117225
RM,84908531632138,BALAJITELE,00006445,00000025,1000000000342052,1000000000312575
RM,84908531632141,BALAJITELE,00006415,00000025,1000000000164663,1000000000206342
RM,84908531632142,BALAJITELE,00006410,00000001,1000000000228402,1000000000206342
RM,84908531632143,BALAJITELE,00006405,00000050,1000000000089924,1000000000206342
RM,84908531632144,BALAJITELE,00006405,00000100,1000000000099490,1000000000206342
RM,84908531632145,BALAJITELE,00006400,00000001,1000000000025458,1000000000206342
RM,84908531632146,BALAJITELE,00006400,00000100,1000000000029200,1000000000206342
RM,84908531632147,BALAJITELE,00006400,00000015,1000000000031920,1000000000206342
RM,84908531632148,BALAJITELE,00006400,00000040,1000000000117156,1000000000206342
RM,84908531632149,BALAJITELE,00006400,00000110,1000000000238401,1000000000206342
RM,84908531632150,BALAJITELE,00006400,00000474,1000000000195497,1000000000206342
RM,84908531632151,BALAJITELE,00006390,00000280,1000000000228343,1000000000206342
RM,84908531632152,BALAJITELE,00006380,00000010,1000000000015224,1000000000206342
RM,84908531632153,BALAJITELE,00006380,00000005,1000000000078712,1000000000206342
RM,84908531632154,BALAJITELE,00006370,00000309,1000000000200576,1000000000206342
RM,84908531632155,BALAJITELE,00006370,00000180,1000000000267666,1000000000206342
RM,84908531632156,BALAJITELE,00006350,00000157,1000000000180532,1000000000206342
RM,84908533596558,BALAJITELE,00006445,00000050,1000000000417230,1000000000342064
RM,84908533596559,BALAJITELE,00006445,00000026,1000000000417230,1000000000353356
RM,84908533596560,BALAJITELE,00006450,00000020,1000000000417230,1000000000043725
RM,84908533596561,BALAJITELE,00006450,00000112,1000000000417230,1000000000342053
RM,84908533596562,BALAJITELE,00006450,00000022,1000000000417230,1000000000357448
RM,84908533596563,BALAJITELE,00006450,00000180,1000000000417230,1000000000043725
RM,84908533596564,BALAJITELE,00006455,00000100,1000000000417230,1000000000342056
RM,84908533596565,BALAJITELE,00006455,00000001,1000000000417230,1000000000349380
RM,84908533596566,BALAJITELE,00006460,00000189,1000000000417230,1000000000279838
RM,84908534395554,BALAJITELE,00006415,00000050,1000000000342061,1000000000443357
RM,84908534395555,BALAJITELE,00006410,00000112,1000000000417240,1000000000443357
RM,84908534395556,BALAJITELE,00006405,00000538,1000000000353355,1000000000443357
RM,84908535191791,BALAJITELE,00006445,00000055,1000000000471981,1000000000443360
RM,84908536154987,BALAJITELE,00006435,00000015,1000000000506290,1000000000501174
RM,84908536984033,BALAJITELE,00006415,00000001,1000000000443359,1000000000534168
RM,84908537518826,BALAJITELE,00006430,00000046,1000000000551324,1000000000443360
RM,84908537518827,BALAJITELE,00006430,00000028,1000000000551324,1000000000544465
RM,84908537518828,BALAJITELE,00006435,00000005,1000000000551324,1000000000501174
RM,84908537518833,BALAJITELE,00006435,00000021,1000000000551324,1000000000551325
RM,84908537550724,BALAJITELE,00006440,00000001,1000000000552211,1000000000494653
RM,84908542062271,BALAJITELE,00006420,00000100,1000000000443359,1000000000678095
RM,84908542062277,BALAJITELE,00006420,00000100,1000000000678096,1000000000678095
RM,84908548389564,BALAJITELE,00006440,00000500,1000000000861476,1000000000623412
RM,84908548389565,BALAJITELE,00006440,00000022,1000000000861476,1000000000768154
RM,84908548389566,BALAJITELE,00006440,00000279,1000000000861476,1000000000844629
RM,84908550910714,BALAJITELE,00006450,00000044,1000000000945086,1000000000418025
RM,84908551008903,BALAJITELE,00006450,00000200,1000000000947867,1000000000418025
RM,84908551484266,BALAJITELE,00006450,00000100,1000000000960553,1000000000418025
RM,84908552787801,BALAJITELE,00006450,00000056,1000000000998565,1000000000418025
RM,84908552787802,BALAJITELE,00006450,00000024,1000000000998565,1000000000861480
RM,84908552787803,BALAJITELE,00006450,00000100,1000000000998565,1000000000678103
RM,84908553479152,BALAJITELE,00006455,00000023,1000000001018687,1000000000861488
RM,84908553479153,BALAJITELE,00006460,00000027,1000000001018687,1000000000279838
RM,84908554703396,BALAJITELE,00006455,00000025,1000000001054162,1000000001034436
RM,84908554703397,BALAJITELE,00006455,00000025,1000000001054162,1000000000195498
RM,84908555372147,BALAJITELE,00006455,00000025,1000000001071615,1000000001068217
RM,84908556305499,BALAJITELE,00006445,00000010,1000000001066488,1000000000132169
RM,84908556305500,BALAJITELE,00006445,00000100,1000000000678101,1000000000132169
RM,84908556305501,BALAJITELE,00006440,00000090,1000000001066481,1000000000132169
RM,84908556355196,BALAJITELE,00006450,00000100,1000000001097037,1000000001095874
RM,84908558207166,BALAJITELE,00006450,00000100,1000000000686971,1000000000128577
RM,84908558207167,BALAJITELE,00006450,00000010,1000000001130388,1000000000128577
RM,84908558207168,BALAJITELE,00006445,00000090,1000000001095873,1000000000128577
RM,84908559103621,BALAJITELE,00006455,00000025,1000000001168578,1000000001087210
RM,84908559103622,BALAJITELE,00006455,00000090,1000000001168578,1000000001143742
